timestamp,RPM,SPEED,MAF
2025-04-11 18:45,789.5 revolutions_per_minute,0.0 kilometer_per_hour,6.44 gps
2025-04-11 18:45,801.0 revolutions_per_minute,0.0 kilometer_per_hour,6.5200000000000005 gps
2025-04-11 18:45,791.5 revolutions_per_minute,0.0 kilometer_per_hour,6.69 gps
2025-04-11 18:46,790.5 revolutions_per_minute,0.0 kilometer_per_hour,6.86 gps
2025-04-11 18:46,790.5 revolutions_per_minute,0.0 kilometer_per_hour,6.72 gps
2025-04-11 18:46,788.0 revolutions_per_minute,0.0 kilometer_per_hour,6.44 gps
2025-04-11 18:46,791.5 revolutions_per_minute,0.0 kilometer_per_hour,6.86 gps
2025-04-11 18:46,790.0 revolutions_per_minute,0.0 kilometer_per_hour,6.72 gps
2025-04-11 18:46,789.5 revolutions_per_minute,0.0 kilometer_per_hour,6.8 gps
2025-04-11 18:46,793.0 revolutions_per_minute,0.0 kilometer_per_hour,6.7700000000000005 gps
2025-04-11 18:46,787.0 revolutions_per_minute,0.0 kilometer_per_hour,6.8 gps
2025-04-11 18:46,790.5 revolutions_per_minute,0.0 kilometer_per_hour,6.91 gps
2025-04-11 18:46,789.5 revolutions_per_minute,0.0 kilometer_per_hour,6.88 gps
2025-04-11 18:46,787.5 revolutions_per_minute,0.0 kilometer_per_hour,6.72 gps
2025-04-11 18:46,789.5 revolutions_per_minute,0.0 kilometer_per_hour,6.97 gps
2025-04-11 18:46,792.0 revolutions_per_minute,0.0 kilometer_per_hour,7.33 gps
2025-04-11 18:46,788.0 revolutions_per_minute,0.0 kilometer_per_hour,6.83 gps
2025-04-11 18:46,788.0 revolutions_per_minute,1.0 kilometer_per_hour,6.7700000000000005 gps
2025-04-11 18:46,1341.5 revolutions_per_minute,8.0 kilometer_per_hour,18.02 gps
2025-04-11 18:46,1833.5 revolutions_per_minute,17.0 kilometer_per_hour,24.580000000000002 gps
2025-04-11 18:46,1754.0 revolutions_per_minute,24.0 kilometer_per_hour,24.69 gps
2025-04-11 18:46,829.5 revolutions_per_minute,22.0 kilometer_per_hour,6.24 gps
2025-04-11 18:46,772.5 revolutions_per_minute,19.0 kilometer_per_hour,8.97 gps
2025-04-11 18:46,1682.0 revolutions_per_minute,21.0 kilometer_per_hour,23.740000000000002 gps
2025-04-11 18:46,1879.0 revolutions_per_minute,28.0 kilometer_per_hour,34.660000000000004 gps
2025-04-11 18:46,1595.5 revolutions_per_minute,35.0 kilometer_per_hour,28.13 gps
2025-04-11 18:46,1456.5 revolutions_per_minute,34.0 kilometer_per_hour,24.13 gps
2025-04-11 18:46,1498.0 revolutions_per_minute,32.0 kilometer_per_hour,15.05 gps
2025-04-11 18:46,1356.0 revolutions_per_minute,32.0 kilometer_per_hour,9.61 gps
2025-04-11 18:47,762.5 revolutions_per_minute,26.0 kilometer_per_hour,5.5200000000000005 gps
2025-04-11 18:47,798.5 revolutions_per_minute,14.0 kilometer_per_hour,6.36 gps
2025-04-11 18:47,801.0 revolutions_per_minute,6.0 kilometer_per_hour,6.3 gps
2025-04-11 18:47,1157.5 revolutions_per_minute,7.0 kilometer_per_hour,11.63 gps
2025-04-11 18:47,890.0 revolutions_per_minute,8.0 kilometer_per_hour,6.05 gps
2025-04-11 18:47,765.0 revolutions_per_minute,4.0 kilometer_per_hour,6.55 gps
2025-04-11 18:47,793.0 revolutions_per_minute,0.0 kilometer_per_hour,6.69 gps
2025-04-11 18:47,789.5 revolutions_per_minute,0.0 kilometer_per_hour,7.08 gps
2025-04-11 18:47,786.5 revolutions_per_minute,0.0 kilometer_per_hour,11.74 gps
2025-04-11 18:47,1196.0 revolutions_per_minute,4.0 kilometer_per_hour,13.61 gps
2025-04-11 18:47,1399.0 revolutions_per_minute,10.0 kilometer_per_hour,17.02 gps
2025-04-11 18:47,1734.5 revolutions_per_minute,14.0 kilometer_per_hour,22.61 gps
2025-04-11 18:47,1648.0 revolutions_per_minute,17.0 kilometer_per_hour,26.080000000000002 gps
2025-04-11 18:47,1973.5 revolutions_per_minute,22.0 kilometer_per_hour,32.13 gps
2025-04-11 18:47,1492.5 revolutions_per_minute,30.0 kilometer_per_hour,34.69 gps
2025-04-11 18:47,2131.5 revolutions_per_minute,39.0 kilometer_per_hour,108.88 gps
2025-04-11 18:47,2539.5 revolutions_per_minute,47.0 kilometer_per_hour,79.05 gps
2025-04-11 18:47,2516.0 revolutions_per_minute,49.0 kilometer_per_hour,73.47 gps
2025-04-11 18:47,2330.0 revolutions_per_minute,51.0 kilometer_per_hour,59.99 gps
2025-04-11 18:47,1947.5 revolutions_per_minute,53.0 kilometer_per_hour,45.11 gps
2025-04-11 18:47,1762.0 revolutions_per_minute,52.0 kilometer_per_hour,22.830000000000002 gps
2025-04-11 18:47,1657.0 revolutions_per_minute,49.0 kilometer_per_hour,26.990000000000002 gps
2025-04-11 18:47,1578.5 revolutions_per_minute,48.0 kilometer_per_hour,26.69 gps
2025-04-11 18:47,1493.5 revolutions_per_minute,45.0 kilometer_per_hour,24.080000000000002 gps
2025-04-11 18:47,1376.5 revolutions_per_minute,42.0 kilometer_per_hour,12.72 gps
2025-04-11 18:47,1276.5 revolutions_per_minute,39.0 kilometer_per_hour,10.55 gps
2025-04-11 18:48,1222.0 revolutions_per_minute,37.0 kilometer_per_hour,9.52 gps
2025-04-11 18:48,1318.0 revolutions_per_minute,30.0 kilometer_per_hour,12.41 gps
2025-04-11 18:48,762.0 revolutions_per_minute,22.0 kilometer_per_hour,7.0200000000000005 gps
2025-04-11 18:48,790.5 revolutions_per_minute,10.0 kilometer_per_hour,6.83 gps
2025-04-11 18:48,799.0 revolutions_per_minute,5.0 kilometer_per_hour,6.49 gps
2025-04-11 18:48,917.0 revolutions_per_minute,8.0 kilometer_per_hour,13.08 gps
2025-04-11 18:48,1018.5 revolutions_per_minute,8.0 kilometer_per_hour,12.02 gps
2025-04-11 18:48,1553.0 revolutions_per_minute,12.0 kilometer_per_hour,23.990000000000002 gps
2025-04-11 18:48,1870.0 revolutions_per_minute,18.0 kilometer_per_hour,36.050000000000004 gps
2025-04-11 18:48,1768.5 revolutions_per_minute,24.0 kilometer_per_hour,32.05 gps
2025-04-11 18:48,1696.5 revolutions_per_minute,20.0 kilometer_per_hour,27.490000000000002 gps
2025-04-11 18:48,1740.5 revolutions_per_minute,24.0 kilometer_per_hour,21.97 gps
2025-04-11 18:48,1303.5 revolutions_per_minute,25.0 kilometer_per_hour,16.830000000000002 gps
2025-04-11 18:48,1332.5 revolutions_per_minute,28.0 kilometer_per_hour,24.47 gps
2025-04-11 18:48,1481.5 revolutions_per_minute,32.0 kilometer_per_hour,20.8 gps
2025-04-11 18:48,1581.5 revolutions_per_minute,34.0 kilometer_per_hour,21.72 gps
2025-04-11 18:48,1680.0 revolutions_per_minute,36.0 kilometer_per_hour,24.69 gps
2025-04-11 18:48,1393.0 revolutions_per_minute,33.0 kilometer_per_hour,14.55 gps
2025-04-11 18:48,1379.5 revolutions_per_minute,28.0 kilometer_per_hour,14.72 gps
2025-04-11 18:48,1311.5 revolutions_per_minute,28.0 kilometer_per_hour,18.3 gps
2025-04-11 18:48,768.0 revolutions_per_minute,23.0 kilometer_per_hour,5.72 gps
2025-04-11 18:48,1306.5 revolutions_per_minute,20.0 kilometer_per_hour,16.740000000000002 gps
2025-04-11 18:48,853.5 revolutions_per_minute,18.0 kilometer_per_hour,5.94 gps
2025-04-11 18:48,1440.5 revolutions_per_minute,18.0 kilometer_per_hour,24.05 gps
2025-04-11 18:48,1805.5 revolutions_per_minute,22.0 kilometer_per_hour,29.080000000000002 gps
2025-04-11 18:48,1143.5 revolutions_per_minute,24.0 kilometer_per_hour,19.91 gps
2025-04-11 18:49,1349.0 revolutions_per_minute,21.0 kilometer_per_hour,15.69 gps
2025-04-11 18:49,1747.0 revolutions_per_minute,24.0 kilometer_per_hour,25.830000000000002 gps
2025-04-11 18:49,1427.5 revolutions_per_minute,22.0 kilometer_per_hour,21.990000000000002 gps
2025-04-11 18:49,1667.5 revolutions_per_minute,25.0 kilometer_per_hour,23.72 gps
2025-04-11 18:49,1206.0 revolutions_per_minute,26.0 kilometer_per_hour,9.94 gps
2025-04-11 18:49,798.5 revolutions_per_minute,23.0 kilometer_per_hour,6.83 gps
2025-04-11 18:49,1659.0 revolutions_per_minute,24.0 kilometer_per_hour,25.3 gps
2025-04-11 18:49,1689.5 revolutions_per_minute,27.0 kilometer_per_hour,23.8 gps
2025-04-11 18:49,812.0 revolutions_per_minute,27.0 kilometer_per_hour,5.36 gps
2025-04-11 18:49,1255.5 revolutions_per_minute,24.0 kilometer_per_hour,15.72 gps
2025-04-11 18:49,1767.0 revolutions_per_minute,27.0 kilometer_per_hour,27.63 gps
2025-04-11 18:49,1458.0 revolutions_per_minute,32.0 kilometer_per_hour,24.02 gps
2025-04-11 18:49,778.0 revolutions_per_minute,29.0 kilometer_per_hour,5.2700000000000005 gps
2025-04-11 18:49,767.0 revolutions_per_minute,24.0 kilometer_per_hour,5.8 gps
2025-04-11 18:49,782.5 revolutions_per_minute,17.0 kilometer_per_hour,6.05 gps
2025-04-11 18:49,1239.0 revolutions_per_minute,17.0 kilometer_per_hour,19.13 gps
2025-04-11 18:49,1750.0 revolutions_per_minute,23.0 kilometer_per_hour,26.91 gps
2025-04-11 18:49,1438.0 revolutions_per_minute,27.0 kilometer_per_hour,20.3 gps
2025-04-11 18:49,1500.0 revolutions_per_minute,28.0 kilometer_per_hour,22.02 gps
2025-04-11 18:49,1354.5 revolutions_per_minute,29.0 kilometer_per_hour,23.69 gps
2025-04-11 18:49,1440.0 revolutions_per_minute,31.0 kilometer_per_hour,23.41 gps
2025-04-11 18:49,1456.5 revolutions_per_minute,32.0 kilometer_per_hour,20.11 gps
2025-04-11 18:49,868.5 revolutions_per_minute,28.0 kilometer_per_hour,5.0200000000000005 gps
2025-04-11 18:49,849.0 revolutions_per_minute,22.0 kilometer_per_hour,6.38 gps
2025-04-11 18:49,787.0 revolutions_per_minute,17.0 kilometer_per_hour,6.38 gps
2025-04-11 18:49,825.0 revolutions_per_minute,15.0 kilometer_per_hour,6.61 gps
2025-04-11 18:50,757.5 revolutions_per_minute,14.0 kilometer_per_hour,6.55 gps
2025-04-11 18:50,787.5 revolutions_per_minute,13.0 kilometer_per_hour,6.72 gps
2025-04-11 18:50,787.5 revolutions_per_minute,12.0 kilometer_per_hour,7.19 gps
2025-04-11 18:50,1240.5 revolutions_per_minute,12.0 kilometer_per_hour,13.47 gps
2025-04-11 18:50,779.0 revolutions_per_minute,12.0 kilometer_per_hour,6.58 gps
2025-04-11 18:50,783.0 revolutions_per_minute,10.0 kilometer_per_hour,6.33 gps
2025-04-11 18:50,810.5 revolutions_per_minute,8.0 kilometer_per_hour,6.38 gps
2025-04-11 18:50,1076.0 revolutions_per_minute,8.0 kilometer_per_hour,10.58 gps
2025-04-11 18:50,1100.0 revolutions_per_minute,8.0 kilometer_per_hour,10.88 gps
2025-04-11 18:50,1313.0 revolutions_per_minute,9.0 kilometer_per_hour,13.69 gps
2025-04-11 18:50,1272.0 revolutions_per_minute,9.0 kilometer_per_hour,12.16 gps
2025-04-11 18:50,1402.5 revolutions_per_minute,11.0 kilometer_per_hour,13.47 gps
2025-04-11 18:50,1425.0 revolutions_per_minute,11.0 kilometer_per_hour,13.77 gps
2025-04-11 18:50,1612.0 revolutions_per_minute,12.0 kilometer_per_hour,20.63 gps
2025-04-11 18:50,1721.0 revolutions_per_minute,16.0 kilometer_per_hour,23.61 gps
2025-04-11 18:50,1866.0 revolutions_per_minute,20.0 kilometer_per_hour,39.38 gps
2025-04-11 18:50,1891.0 revolutions_per_minute,28.0 kilometer_per_hour,35.88 gps
2025-04-11 18:50,1495.0 revolutions_per_minute,32.0 kilometer_per_hour,31.38 gps
2025-04-11 18:50,1385.0 revolutions_per_minute,32.0 kilometer_per_hour,14.77 gps
2025-04-11 18:50,1097.5 revolutions_per_minute,25.0 kilometer_per_hour,8.02 gps
2025-04-11 18:50,789.5 revolutions_per_minute,20.0 kilometer_per_hour,6.08 gps
2025-04-11 18:50,872.5 revolutions_per_minute,19.0 kilometer_per_hour,6.94 gps
2025-04-11 18:50,1085.5 revolutions_per_minute,20.0 kilometer_per_hour,10.61 gps
2025-04-11 18:50,792.0 revolutions_per_minute,20.0 kilometer_per_hour,6.24 gps
2025-04-11 18:50,783.5 revolutions_per_minute,18.0 kilometer_per_hour,6.55 gps
2025-04-11 18:50,1119.5 revolutions_per_minute,17.0 kilometer_per_hour,15.49 gps
2025-04-11 18:51,1321.0 revolutions_per_minute,19.0 kilometer_per_hour,15.3 gps
2025-04-11 18:51,1058.0 revolutions_per_minute,15.0 kilometer_per_hour,7.69 gps
2025-04-11 18:51,790.0 revolutions_per_minute,11.0 kilometer_per_hour,7.2700000000000005 gps
2025-04-11 18:51,1412.5 revolutions_per_minute,15.0 kilometer_per_hour,19.61 gps
2025-04-11 18:51,1473.5 revolutions_per_minute,21.0 kilometer_per_hour,20.19 gps
2025-04-11 18:51,790.0 revolutions_per_minute,21.0 kilometer_per_hour,5.74 gps
2025-04-11 18:51,795.0 revolutions_per_minute,16.0 kilometer_per_hour,6.97 gps
2025-04-11 18:51,791.5 revolutions_per_minute,13.0 kilometer_per_hour,6.55 gps
2025-04-11 18:51,786.5 revolutions_per_minute,12.0 kilometer_per_hour,6.83 gps
2025-04-11 18:51,796.0 revolutions_per_minute,5.0 kilometer_per_hour,6.88 gps
2025-04-11 18:51,791.0 revolutions_per_minute,0.0 kilometer_per_hour,6.63 gps
2025-04-11 18:51,777.0 revolutions_per_minute,0.0 kilometer_per_hour,6.49 gps
